"id","promotion","tri","nom","prenom","sexe","titre","notBefore","notAfter","authorKey","authorRef","ppn_position","ppn_these","an_these"
"201007","2010","chougnet","Chougnet","Pauline","2","L’art diplomatique. Les expositions d’art français organisées par la France à l’étranger pendant l’entre-deux-guerres","1918","1939","201007_chougnet","143116622","","143116312",""
"201008","2010","courbin","Courbin","Elsa","2","Notoriété locale et service du roi en Bordelais. Marc-Antoine_de_Gourgue, de l’héritage d’Ogier_de_Gourgue à la première présidence du Parlement de Bordeaux.","1600","1650","201008_courbin","143088378","","143088173",""
"201009","2010","dayde","Daydé","Cyril","1","Droit et répression de l’hérésie à Toulouse au <abbr>xvi<sup>e</sup></abbr> siècle. La <i>Repetitio_de_inquisitione_hereticorum</i> de Nicolas_Bertrand (Toulouse, 1512)","1512","1599","201009_dayde","143103482","","14310327X",""
"201010","2010","dehove","Dehove","Pierre","1","« Par devant messeigneurs les consaux ». Élites et magistrats tournaisiens à la fin du Moyen_Âge (1423-1521).","1423","1521","201010_dehove","143102591","","143102400",""
"201011","2010","derboule","Derboule","Aloïs","","La France face aux initiatives économiques de la Commission européenne dans le cadre de la politique industrielle commune sous la Présidence de Georges_Pompidou (1969-1974)","1969","1974","201011_derboule","143117483","","14311722X",""
"201012","2010","domergue","Domergue","Marie-Anne","2","Le livre de raison (1729-1745) de Jean-Baptiste_de_Grille. Vie quotidienne et portrait intime d’un gentilhomme arlésien dans la première moitié du <abbr>xviii<sup>e</sup></abbr> siècle","1729","1745","201012_domergue","143092766","","143092588",""
"201013","2010","galvez","Galvez","Marie","2","La bibliothèque_nationale sous l’administration de Jules-Antoine_Taschereau (1858-1874). Vers une réorganisation profonde et durable de l’établissement","1858","1874","201013_galvez","150117035","","143114077",""
"201014","2010","henry","Henry","Cyprien","1","Les actes des évêques bretons (début du <abbr>xi<sup>e</sup></abbr> siècle – milieu du <abbr>xii<sup>e</sup></abbr> siècle). Étude diplomatique et édition critique","1000","1180","201014_henry","14308254X","","143082310",""
"201015","2010","lambert","Lambert","Anne","2","La correspondance au fondement des transactions Ruiz-Bonvisi (1580-1590)","1580","1590","201015_lambert","143104535","","143104365",""
"201016","2010","laperdrix","Laperdrix","Marie","2","Asseoir l’autorité monarchique par l’impôt au sortir des guerres_de_Religion. La fiscalité en Normandie (1585-1610)","1585","1610","201016_laperdrix","143105361","","143105183",""
"201017","2010","legendre","Le Gendre","Romain","1","De l’or, des hommes et des notaires. Épargne et crédit en Moyen-Poitou au <abbr>xvi<sup>e</sup></abbr> siècle","1500","1599","201017_legendre","143100920","","143100815",""
"201018","2010","lutz","Lutz","Marion","2","La Grèce dans l’imaginaire de Gustave_Moreau. Terre des Muses et des poètes","1826","1898","201018_lutz","143095242","","143095080",""
"201019","2010","maffre","Maffre","Sabine","2","L’iconographie de Caïn et Abel en France du <abbr>xi<sup>e</sup></abbr> siècle au début du <abbr>xvi<sup>e</sup></abbr> siècle","1000","1599","201019_maffre","143084593","","14308447X",""
"201020","2010","postec","Postec","Amandine","2","Le genre quodlibétique au <abbr>xiii<sup>e</sup></abbr> siècle, défense et illustration de la pensée d’un maître en théologie Matthieu d’Aquasparta (v. 1240-1302), O.F.M. Édition critique et commentaire des trois premiers Quodlibets","1240","1302","201020_postec","143087789","","143087606",""
"201021","2010","richard","Richard","Vivien","1","La chambre_du_roi à Versailles ou l’espace de la majesté Intérieurs, institutions et cérémonial au <abbr>xvii<sup>e</sup></num> siècle.","1623","1715","201021_richard","143110756","","143110624",""
"201022","2010","rigeade","Rigeade","Marine","2","« Passé_le_Détroit » le périodique <i>The_Studio</i> et la modernité française (1893-1914).","1893","1914","201022_rigeade","143116002","","143115715",""
"201023","2010","roger","Roger","Cécile","2","Guillaume_de_Saint-Lô un prédicateur à l’œuvre au <abbr>xiv<sup>e</sup></abbr> siècle","1300","1399","201023_roger","143090828","","143090623",""
"201024","2010","schweitzer","Schweitzer","Jérôme","1","Leipzig : mythes, lectures et relectures d’une bataille napoléonienne en France et en Allemagne (1813-1871)","1813","1871","201024_schweitzer","143113445","","143113046",""
"201025","2010","sempere","Sempéré","Julien","1","Le consulat français de Catalogne (1679-1716). Une institution en construction.","1679","1716","201025_sempere","143089862","","143089641",""
"201026","2010","verdo","Verdo","Rémy","1","La reconfiguration du latin mérovingien sous les Carolingiens. Étude socio-linguistique des diplômes royaux et des réécritures hagiographiques (VII<sup>e</sup>-IX<sup>e</sup> siècle)","750","999","201026_verdo","143078984","","143078798",""
"201027","2010","vrand","Vrand","Caroline","2","Les collections d’objets d’art d’Anne_de_Bretagne à travers ses inventaires. Le spectacle et les coulisses.","500","1499","201027_vrand","143118528","","143118242",""
"201028","2010","wagner","Wagner","Olivier","1","Le bailliage de Malesherbes pratiques et évolutions d’une justice seigneuriale au <abbr>xvii<sup>e</sup></abbr> siècle (1630-1700).","1630","1699","201028_wagner","143110144","","143109804",""
"200901","2009","alonzo","Alonzo","Anne","2","Les conséquences économiques et sociales de la Première_guerre_mondiale à Toulouse (1912-1922). ","1912","1922","200901_alonzo","132625652","","132625555",""
"200902","2009","alquier","Alquier","Éléonore","2","La religion du roi. Lieux et expression de la dévotion à la cour de Louis_XIV (1643-1682)","1643","1682","200902_alquier","127157336","","132624125",""
"200903","2009","astier","Astier","Sophie","2","Un affrontement de papier. La place de l’imprimé dans la guerre entre François_I<sup>er</sup> et Charles_Quint (1542-1544)","1542","1544","200903_astier","132535823","","132535696",""
"200904","2009","auyeung","Au Yeung","Kwok Leung Luke","","L’<i>ecclesia_universa</i> comme sujet de droit. Enquête à travers le <i>Décret</i> de Gratien","1140","1150","200904_auyeung","","","",""
"200905","2009","bedague","Bédague","Jean-Charles","1","Naissance et affirmation d’une collégiale. Notre-Dame de Saint-Omer, du début du <abbr>ix<sup>e</sup></abbr> au début du <abbr>xiii<sup>e</sup></abbr> siècle","800","1250","200905_bedague","121303640","","132603691",""
"200906","2009","blum","Blum","Catherine","2","Photographes et photographies de la Libération. Le Service_cinématographique_de_l_armée, du débarquement de Provence à Berchtesgaden (août 1944-mai 1945)","1944","1945","200906_blum","132522993","","132522616",""
"200907","2009","coutant","Coutant","Coraline","2","Le cartulaire de l’abbaye du Mont-Saint-Michel et ses additions. Étude et édition critique","1190","1210","200907_coutant","132629151","","132629054",""
"200908","2009","depeyrot","Depeyrot","Bertrand","1","La musique à la cour du roi de France (1461-1515)","1461","1515","200908_depeyrot","132527960","","132527863",""
"200909","2009","deschanel","Deschanel","Boris","1","Les sociétés_Chauvet. Négoce et révolutions entre Marseille et les Antilles (1785-1805)","1785","1805","200909_deschanel","132618435","","132618362",""
"200910","2009","escher","Escher","Noémie","2","Recueil des chartes de l’abbaye Sainte-Geneviève de Paris ([996-1016]-1200)","996","1200","200910_escher","","","",""
"200911","2009","falconet","Falconet","François","1","De l’agent seigneurial au fonctionnaire. Notaires, notariat et société en bas-Dauphiné (1770-1820)","1770","1820","200911_falconet","132575531","","132572788",""
"200912","2009","feste","Feste-Guidon","Aurélie","2","Lacombe_Lucien de Louis_Malle. Histoire d’une polémique, ou polémique sur l’Histoire ?","1939","1974","200912_feste","133349209","","133348970",""
"200913","2009","fogielman","Fogielman-Curley","Charles-Antoine","1","La pratique de l’épigraphie dans l’ordre de Cluny (909-1300)","909","1300","200913_fogielman","190985321","","",""
"200914","2009","galanopoulos","Galanopoulos","Philippe","1","L’enseignement de l’histoire de la médecine à Paris au <abbr>xix<sup>e</sup></abbr> siècle (1794-1914). La défaite de l’érudition","1794","1914","200914_galanopoulos","95775757","","132630249",""
"200915","2009","girold","Girold","Élise","2","Les parcheminiers de Paris au <abbr>xviii<sup>e</sup></abbr> siècle","1700","1799","200915_girold","132525925","","132525682",""
"200916","2009","guillod","Guillod","Nathalie","2","Au service de Henri_II. Jean_Du_Bellay à Rome à travers sa correspondance (1547-1560)","1547","1560","200916_guillod","133258602","","133258262",""
"200917","2009","joulie","Joulie-Champion","Anne-Claire","2","Au service d’un projet ambitieux. Les comptes de la fabrique de l’abbaye Saint-Oyend-de-Joux à Saint-Claude (1421-1446)","1421","1446","200917_joulie","132610663","","132610329",""
"200918","2009","leclercq","Leclercq","Nathacha","2","Les journaux de la Diète de convocation polonaise de 1764. Mise en ordre et contrôle de la Diète","1764","1764","200918_leclercq","132631555","","132631407",""
"200927","2009","loro","Loro, de","Daniela Valle","","Le Grand insulaire et pilotage d’André_Thevet, cosmographe du roi. Édition critique partielle","1516","1590","200927_loro","132534312","","13253410X",""
"200919","2009","loyant","Loyant","Xavier","1","La Société_des_auteurs_de_films (1917-1929)","1917","1929","200919_loyant","132545144","","132539802",""
"200920","2009","motte","Motte","Alice","2","Antoine_Ruzé_d_Effiat (v. 1581-1632), surintendant des finances sous Louis_XIII","1581","1632","200920_motte","132628007","","132627922",""
"200921","2009","ranquet","Ranquet","Marie","2","La seigneurie du Mont-Cassin et son peuplement grec du <abbr>xi<sup>e</sup></abbr> au <abbr>xiii<sup>e</sup></abbr> siècle d’après les sources écrites et archéologiques","1000","1299","200921_ranquet","132608863","","132608731",""
"200922","2009","reecht","Reecht","Stéphane","1","Louis_Bonaparte, roi de Hollande dans le système napoléonien (1806-1810)","1806","1810","200922_reecht","132626993","","132626888",""
"200923","2009","renoult","Renoult","Anne","2","Indochine SOS. Andrée_Viollis et la question coloniale.","1870","1950","200923_renoult","132532972","","132532816",""
"200924","2009","roger","Roger","Cécile","2","Guillaume_de_Saint-Lô, un prédicateur à l’œuvre au <abbr>xiv<sup>e</sup></abbr> siècle","1300","1399","200924_roger","143090828","","",""
"200925","2009","stankiewicz","Stankiewicz","Florine","2","Pierre_Gringore (v. 1475-v. 1538), homme de lettres, de théâtre et de cour. Être auteur au <abbr>xvi<sup>e</sup></abbr> siècle","1475","1538","200925_stankiewicz","132600188","","132600048",""
"200926","2009","tharaud","Tharaud","Marie-Amélie","2","L’Art_nouveau à l’Exposition universelle de 1900","1900","1900","200926_tharaud","132623250","","132623196",""
"200928","2009","varlan","Varlan","Olivier","1","L’ambassade de Caulaincourt à Saint-Pétersbourg (1807-1811). Représentation et négociations politiques durant l’alliance franco-russe","1807","1811","200928_varlan","132598302","","132598108",""
"200929","2009","wagner","Wagner","Blandine","1","Le sceptre contre la crosse. La production favorable à la régale (1673-1682)","1673","1682","200929_wagner","132602423","","13260213X",""
"200801","2008","bart","Bart","Mélanie","2","Les carnets de voyage de Malesherbes. Étude et édition critique","1751","1792","200801_bart","123580870","","123380952",""
"200802","2008","benrubi","Benrubi","David-Jonathan","1","Représentations de la table et de la commensalité (1150-1350). Dans la moitié septentrionale de la France, l’Angleterre et les Pays-Bas","1150","1350","200802_benrubi","123581257","","124132553",""
"200803","2008","berliere","Berlière","Justine","2","Les Commissaires du quartier du Louvre (1751-1791). Contribution à une histoire de la praxis policière dans le Paris du second <abbr>xviii<sup>e</sup></abbr> siècle","1751","1791","200803_berliere","123582350","","124087558",""
"200804","2008","berne","Berné","Damien","1","Architecture et liturgie. Étude d’une interaction spatiale et mémorielle à Saint-Denis à l’époque gothique","1100","1499","200804_berne","123582601","","12414053X",""
"200805","2008","carpentier","Carpentier","Valérie","2","La vie des monuments de l’État. Histoire administrative et patrimoniale de la Caisse nationale des monuments historiques (1912-1978)","1912","1978","200805_carpentier","114163693","","124084931",""
"200806","2008","champy","Champy","Cécilie","2","« Curieux idolâtres et acheteurs de statues ». Le marché de la sculpture sous la Révolution et l’Empire à Paris","1789","1815","200806_champy","121431150","","124136230",""
